subject_base,subject,sperson,subject_translation,tense_translation,tense_base,tense,object,operson,object_translation,object_base,verb_translation,verb_type,control,verb,verb_base,person,text,text_breakdown,text_label
SEN,1sgtran,1,I,present,-,prs,2pl,2,You folks,SE HÁLE,look at it,transitive,contr,QENET,QENET,,QENESE SEN HÁLE,QENE_SE_ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2pl,2,You folks,SE HÁLE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE SEN HÁLE,ȽIȾE_SE_ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2pl,2,You folks,SE HÁLE,bite it,transitive,contr,KIQET,KIQET,,KIQESE SEN HÁLE,KIQE_SE_ _SEN_ HÁLE,verb_object_tense_subject_object
SEN,1sgtran,1,I,present,-,prs,2pl,2,You folks,SE HÁLE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE SEN HÁLE,ȻENÁṈE_SE_ _SEN_ HÁLE,verb_object_tense_subject_object
ȽTE,1plint,1,we,present,-,prs,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ ȽTE,YÁ¸__ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,present,-,prs,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET ȽTE,ITET__ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,present,-,prs,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET ȽTE,EMET__ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,present,-,prs,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET ȽTE,ȻONEṈET__ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,present,-,prs,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ ȽTE,ĆȺ__ _ȽTE,verb_object_tense_subject
ȽTE,1plint,1,we,present,-,prs,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL ȽTE,ĆÁNEL__ _ȽTE,verb_object_tense_subject
SEN,1sgint,1,I,present,-,prs,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ SEN,YÁ¸__ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,present,-,prs,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET SEN,ITET__ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,present,-,prs,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET SEN,EMET__ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,present,-,prs,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET SEN,ȻONEṈET__ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,present,-,prs,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ SEN,ĆȺ__ _SEN,verb_object_tense_subject
SEN,1sgint,1,I,present,-,prs,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL SEN,ĆÁNEL__ _SEN,verb_object_tense_subject
ȽTE,1pltran,1,we,future,SE¸,fut,2NCsg,2,You,OṈE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE ȽTE SE¸,SEJN_OṈE ȽTE SE¸,verb_object
ȽTE,1pltran,1,we,future,SE¸,fut,2NCsg,2,You,OṈE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE ȽTE SE¸,QENN_OṈE ȽTE SE¸,verb_object
ȽTE,1pltran,1,we,future,SE¸,fut,2NCsg,2,You,OṈE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE ȽTE SE¸,ȻENÁṈN_OṈE ȽTE SE¸,verb_object
ȽTE,1pltran,1,we,future,SE¸,fut,2NCpl,2,You folks,OṈE HÁLE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE ȽTE SE¸ HÁLE,SEJN_OṈE ȽTE SE¸ HÁLE,verb_object
ȽTE,1pltran,1,we,future,SE¸,fut,2NCpl,2,You folks,OṈE HÁLE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE ȽTE SE¸ HÁLE,QENN_OṈE ȽTE SE¸ HÁLE,verb_object
ȽTE,1pltran,1,we,future,SE¸,fut,2NCpl,2,You folks,OṈE HÁLE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE ȽTE SE¸ HÁLE,ȻENÁṈN_OṈE ȽTE SE¸ HÁLE,verb_object
SEN,1sgtran,1,I,future,SE¸,fut,2NCsg,2,You,OṈE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE SEN SE¸,SEJN_OṈE SEN SE¸,verb_object
SEN,1sgtran,1,I,future,SE¸,fut,2NCsg,2,You,OṈE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE SEN SE¸,QENN_OṈE SEN SE¸,verb_object
SEN,1sgtran,1,I,future,SE¸,fut,2NCsg,2,You,OṈE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE SEN SE¸,ȻENÁṈN_OṈE SEN SE¸,verb_object
SEN,1sgtran,1,I,future,SE¸,fut,2NCpl,2,You folks,OṈE HÁLE,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈE SEN SE¸ HÁLE,SEJN_OṈE SEN SE¸ HÁLE,verb_object
SEN,1sgtran,1,I,future,SE¸,fut,2NCpl,2,You folks,OṈE HÁLE,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈE SEN SE¸ HÁLE,QENN_OṈE SEN SE¸ HÁLE,verb_object
SEN,1sgtran,1,I,future,SE¸,fut,2NCpl,2,You folks,OṈE HÁLE,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈE SEN SE¸ HÁLE,ȻENÁṈN_OṈE SEN SE¸ HÁLE,verb_object
ȽTE,1pltran,1,we,future,SE¸,fut,2sg,2,You,SE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE ȽTE SE¸,W̱EĆE_SE _ȽTE _SE¸_,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2sg,2,You,SE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE ȽTE SE¸,ŚÁME_SE _ȽTE _SE¸_,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2sg,2,You,SE,look at it,transitive,contr,QENET,QENET,,QENESE ȽTE SE¸,QENE_SE _ȽTE _SE¸_,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2sg,2,You,SE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE ȽTE SE¸,ȽIȾE_SE _ȽTE _SE¸_,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2sg,2,You,SE,bite it,transitive,contr,KIQET,KIQET,,KIQESE ȽTE SE¸,KIQE_SE _ȽTE _SE¸_,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2sg,2,You,SE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE ȽTE SE¸,ȻENÁṈE_SE _ȽTE _SE¸_,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2pl,2,You folks,SE HÁLE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE ȽTE SE¸ HÁLE,W̱EĆE_SE _ȽTE _SE¸_ HÁLE,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2pl,2,You folks,SE HÁLE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE ȽTE SE¸ HÁLE,ŚÁME_SE _ȽTE _SE¸_ HÁLE,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2pl,2,You folks,SE HÁLE,look at it,transitive,contr,QENET,QENET,,QENESE ȽTE SE¸ HÁLE,QENE_SE _ȽTE _SE¸_ HÁLE,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2pl,2,You folks,SE HÁLE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE ȽTE SE¸ HÁLE,ȽIȾE_SE _ȽTE _SE¸_ HÁLE,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2pl,2,You folks,SE HÁLE,bite it,transitive,contr,KIQET,KIQET,,KIQESE ȽTE SE¸ HÁLE,KIQE_SE _ȽTE _SE¸_ HÁLE,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,2pl,2,You folks,SE HÁLE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE ȽTE SE¸ HÁLE,ȻENÁṈE_SE _ȽTE _SE¸_ HÁLE,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2sg,2,You,SE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE SEN SE¸,W̱EĆE_SE _SEN _SE¸_,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2sg,2,You,SE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE SEN SE¸,ŚÁME_SE _SEN _SE¸_,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2sg,2,You,SE,look at it,transitive,contr,QENET,QENET,,QENESE SEN SE¸,QENE_SE _SEN _SE¸_,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2sg,2,You,SE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE SEN SE¸,ȽIȾE_SE _SEN _SE¸_,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2sg,2,You,SE,bite it,transitive,contr,KIQET,KIQET,,KIQESE SEN SE¸,KIQE_SE _SEN _SE¸_,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2sg,2,You,SE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE SEN SE¸,ȻENÁṈE_SE _SEN _SE¸_,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2pl,2,You folks,SE HÁLE,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆESE SEN SE¸ HÁLE,W̱EĆE_SE _SEN _SE¸_ HÁLE,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2pl,2,You folks,SE HÁLE,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMESE SEN SE¸ HÁLE,ŚÁME_SE _SEN _SE¸_ HÁLE,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2pl,2,You folks,SE HÁLE,look at it,transitive,contr,QENET,QENET,,QENESE SEN SE¸ HÁLE,QENE_SE _SEN _SE¸_ HÁLE,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2pl,2,You folks,SE HÁLE,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾESE SEN SE¸ HÁLE,ȽIȾE_SE _SEN _SE¸_ HÁLE,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2pl,2,You folks,SE HÁLE,bite it,transitive,contr,KIQET,KIQET,,KIQESE SEN SE¸ HÁLE,KIQE_SE _SEN _SE¸_ HÁLE,verb_object_subject_tense_object
SEN,1sgtran,1,I,future,SE¸,fut,2pl,2,You folks,SE HÁLE,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈESE SEN SE¸ HÁLE,ȻENÁṈE_SE _SEN _SE¸_ HÁLE,verb_object_subject_tense_object
ȽTE,1pltran,1,we,future,SE¸,fut,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ ȽTE,SEJNOW̱__SE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ ȽTE,QENNEW̱__SE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ ȽTE,ȻENÁṈNEW̱__SE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ ȽTE,SEJNOW̱__SE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ ȽTE,QENNEW̱__SE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ ȽTE,ȻENÁṈNEW̱__SE¸ ȽTE,verb_object_tense
SEN,1sgtran,1,I,future,SE¸,fut,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ SEN,SEJNOW̱__SE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,future,SE¸,fut,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ SEN,QENNEW̱__SE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,future,SE¸,fut,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ SEN,ȻENÁṈNEW̱__SE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ SEN,SEJNOW̱__SE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ SEN,QENNEW̱__SE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ SEN,ȻENÁṈNEW̱__SE¸ SEN,verb_object_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET ȽTE SE¸,W̱EĆET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET ȽTE SE¸,ŚÁMET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET ȽTE SE¸,QENET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET ȽTE SE¸,ȽIȾET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET ȽTE SE¸,KIQET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET ȽTE SE¸,ȻENÁṈET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET ȽTE SE¸,W̱EĆET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET ȽTE SE¸,ŚÁMET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET ȽTE SE¸,QENET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET ȽTE SE¸,ȽIȾET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET ȽTE SE¸,KIQET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1pltran,1,we,future,SE¸,fut,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET ȽTE SE¸,ȻENÁṈET_ _ȽTE _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SEN SE¸,W̱EĆET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SEN SE¸,ŚÁMET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET SEN SE¸,QENET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SEN SE¸,ȽIȾET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET SEN SE¸,KIQET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SEN SE¸,ȻENÁṈET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SEN SE¸,W̱EĆET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SEN SE¸,ŚÁMET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET SEN SE¸,QENET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SEN SE¸,ȽIȾET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET SEN SE¸,KIQET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgtran,1,I,future,SE¸,fut,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SEN SE¸,ȻENÁṈET_ _SEN _SE¸,verb_object_subject_tense
ȽTE,1plint,1,we,future,SE¸,fut,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ ȽTE SE¸,YÁ¸_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1plint,1,we,future,SE¸,fut,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET ȽTE SE¸,ITET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1plint,1,we,future,SE¸,fut,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET ȽTE SE¸,EMET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1plint,1,we,future,SE¸,fut,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET ȽTE SE¸,ȻONEṈET_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1plint,1,we,future,SE¸,fut,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ ȽTE SE¸,ĆȺ_ _ȽTE _SE¸,verb_object_subject_tense
ȽTE,1plint,1,we,future,SE¸,fut,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL ȽTE SE¸,ĆÁNEL_ _ȽTE _SE¸,verb_object_subject_tense
SEN,1sgint,1,I,future,SE¸,fut,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ SEN SE¸,YÁ¸_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgint,1,I,future,SE¸,fut,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET SEN SE¸,ITET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgint,1,I,future,SE¸,fut,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET SEN SE¸,EMET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgint,1,I,future,SE¸,fut,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET SEN SE¸,ȻONEṈET_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgint,1,I,future,SE¸,fut,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ SEN SE¸,ĆȺ_ _SEN _SE¸,verb_object_subject_tense
SEN,1sgint,1,I,future,SE¸,fut,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL SEN SE¸,ĆÁNEL_ _SEN _SE¸,verb_object_subject_tense
